claim_id,date,claim_product_line,claim_product,client_segment,client_location,client_sex,client_age,body,label
206,2016/4/2,Jelly,fruit jelly,Not Member,Bronx,Male,30,There was more in the package than it said on the label.,amount.excess
207,2016/4/3,Jelly,mint jelly,Silver Card Member,Manhattan,Female,70,Hair / mint jelly.,other
208,2016/4/3,Minerals,minerals,Silver Card Member,Queens,Male,50, It would be nice if there were a bottle so that you could see how much of the contents are left.,package_container
209,2016/4/4,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Female,40,There was a piece of plastic inside the chocolate ice cream.,contamination_tampering
210,2016/4/4,Chocolate,milk chocolate,Silver Card Member,Bronx,Male,20,"I've never called a customer service line before. I bought milk chocolate, but it was empty inside.",amount.empty
211,2016/4/4,Chocolate,milk chocolate,Silver Card Member,Manhattan,Female,20,"In a dozen-pack of chocolate, I could only find 9 pieces.",amount.shortage
212,2016/4/4,Juice,orange juice,Silver Card Member,Bronx,Male,20,"I bought apple juice at my local PQRST supermarket yesterday, but the contents were leaking from the bottom of the paper pack.",package_container.leak
213,2016/4/5,Ice cream,vanilla ice cream,Golden Card Member,Manhattan,Female,20,"I bought vanilla ice cream for my son, but the inside of the container was dirty.",package_container.dirt
214,2016/4/5,Juice,orange juice,Golden Card Member,Queens,Male,20,"I bought orange juice for my son, but the contents were leaking from the top of the juice pack. Is it safe to drink?",package_container.leak
215,2016/4/5,Ice cream,vanilla ice cream,Silver Card Member,Brooklyn,Female,40,"I bought pastry at my local store yesterday, but it tasted sour. The date hasn't expired yet.",other
216,2016/4/6,Chocolate,milk chocolate,Silver Card Member,Bronx,Male,30,There were three pieces of chocolate missing from a 12-pack.,amount.shortage
217,2016/4/6,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,40,The inside of the container was dirty.,package_container.dirt
218,2016/4/6,Pastry,pastry,Silver Card Member,Bronx,Male,50,The pastry tasted quite sour. The date hadn't expired yet. Is it safe?,other
219,2016/4/7,Chocolate,chocolate cookie,Silver Card Member,Manhattan,Female,50,The inside of the container was dirty. Could you exchange it?,package_container.dirt
220,2016/4/7,Minerals,minerals,Silver Card Member,Queens,Male,60, It would be nice if there were a bottle so that you could see how much of the contents are left.,package_container
221,2016/4/7,Tea,lemon tea,Silver Card Member,Brooklyn,Female,20,The straw was separated from the container.,package_container
222,2016/4/8,Chocolate,chocolate,Golden Card Member,Bronx,Male,70," I bought some chocolate, but there was nothing inside.",amount.empty
223,2016/4/9,Juice,apple juice (bottle),Golden Card Member,Manhattan,Female,30,I think that the bottle is larger than necessary.,package_container
224,2016/4/9,Chocolate,chocolate muffin,Silver Card Member,Bronx,Male,20,I felt that there was a bitter taste. Is it just me?,other
225,2016/4/10,Juice,orange juice,Silver Card Member,Manhattan,Female,30,"When I was holding an unopened pack, the contents leaked from the bottom of the juice pack.",package_container.leak
226,2016/4/11,Pastry,pastry,Silver Card Member,Queens,Male,30,"It is before the expiration date, but the pastry was moldy.",change_of_properties
227,2016/4/11,N/A,N/A,Silver Card Member,Brooklyn,Female,30,Do you use any GM foods?,ingredient.gm_foods
228,2016/4/11,Juice,orange juice,Not Member,Bronx,Male,30,Some juice leaked from the hole for the straw of the juice pack.,package_container
229,2016/4/12,Jelly,mint jelly,Silver Card Member,Manhattan,Female,30,"I like to buy jelly from ABCDE confectionery company, but this time there was a lot more that was indicated on the package.",amount.excess
230,2016/4/12,Jelly,mint jelly,Silver Card Member,Bronx,Male,50,I found a deep bruise in the inside of the container.,package_container.torn
231,2016/4/13,Ice cream,chocolate ice cream,Silver Card Member,Queens,Female,40,A dark clump at the bottom of the cup.,change_of_properties
232,2016/4/13,Pastry,pastry,Silver Card Member,Queens,Male,40,I like to buy pastries made by ABCDE confectionery company. I would like to know what additives are used.,ingredient.additives
233,2016/4/13,Juice,orange juice,Silver Card Member,Brooklyn,Female,40, Some juice leaked from the bottom.,package_container.leak
234,2016/4/13,Juice,pine juice,Silver Card Member,Bronx,Male,40,Some juice leaked from the bottom of the juice pack.,package_container.leak
235,2016/4/13,Muffin,muffin,Golden Card Member,Manhattan,Female,40,"I got some mint jelly for my daughter, but it seemed that the bag was already opened. Is it safe?",prank
236,2016/4/14,Chocolate,milk chocolate,Golden Card Member,Bronx,Male,50, Two pieces of chocolate missing from a dozen-pack.,amount.shortage
237,2016/4/14,Minerals,minerals,Silver Card Member,Manhattan,Female,50,Could you make the bottle so that you could see how much is left?,package_container
238,2016/4/14,Muffin,muffin,Silver Card Member,Queens,Male,50,Why is it that the muffin prices of other brands are cheaper?,price.price_general
239,2016/4/15,Cookie,cookie,Silver Card Member,Brooklyn,Female,60, Please make the cookies cheaper.,price.price_general
240,2016/4/16,Juice,pine juice,Silver Card Member,Bronx,Male,60,Could you tell me the name of the actor in the TV commercial of the pine juice?,ads
241,2016/4/16,Juice,pine juice,Silver Card Member,Queens,Female,60, There was a dark clump at the bottom of the juice bottle.,package_container
242,2016/4/17,Tea,lemon tea,Golden Card Member,Bronx,Male,70,There was no straw attached.,package_container
243,2016/4/17,Juice,apple juice,Golden Card Member,Manhattan,Female,20,The apple juice has a rancid odor.,other
244,2016/4/18,Ice cream,chocolate ice cream,Silver Card Member,Queens,Male,20, There was a piece of plastic inside the cup of the ice cream.,contamination_tampering
245,2016/4/19,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,30,I have a egg allergy. Is this safe to eat?,ingredient.allergy
246,2016/4/19,N/A,N/A,N/A,N/A,N/A,N/A,Crank call.,other
247,2016/4/20,Ice cream,vanilla ice cream,Not Member,Queens,Female,40,I found a dark clump in the cup of ice cream.,change_of_properties
248,2016/4/20,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,40,"I bought vanilla ice cream for my daughter, but the inside of the container was dirty.",package_container.dirt
249,2016/4/20,Juice,pine juice,Silver Card Member,Bronx,Female,50,The straw was peeled off from the container.,package_container
250,2016/4/21,Jelly,mint jelly,Silver Card Member,Bronx,Male,30,"I bought mint jelly, but the bag was already torn.",package_container.torn
251,2016/4/22,Chocolate,chocolate,Silver Card Member,Brooklyn,Female,40,There was a bug inside a bag!  Get me your manager!,contamination_tampering
252,2016/4/22,Chocolate,chocolate,Silver Card Member,Bronx,Male,40,There was nothing inside.,amount.empty
253,2016/4/23,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,50,Are you not running the old ads for ice cream anymore?,ads
254,2016/4/23,Juice,orange juice,Golden Card Member,Queens,Male,50,The contents were leaking from the hole for the straw of the juice pack.,package_container
255,2016/4/24,Ice cream,vanilla ice cream,Golden Card Member,Brooklyn,Female,20, The spoon was detached.,package_container
256,2016/4/25,Jelly,fruit jelly,Silver Card Member,Bronx,Male,50,"I bought some fruit jelly, but it was empty inside.",amount.empty
257,2016/4/25,Pastry,pastry,Silver Card Member,Manhattan,Female,20,"I bought the pastry today, but it has a strange odor.",other
258,2016/4/26,Jelly,fruit jelly,Not Member,Bronx,Male,30,There was something that looked like a nail inside the bag of jelly. Is this a prank?,contamination_tampering
259,2016/4/26,Jelly,mint jelly,Silver Card Member,Manhattan,Female,60," I like to buy jelly from ABCDE confectionery company, but this time there was a lot more that was indicated on the package.",amount.excess
260,2016/4/26,Juice,orange juice,Silver Card Member,Queens,Male,60,There is a trace of a leak on the outside of the package. I am wondering if it is okay to drink.,package_container.leak
261,2016/4/27,Tea,lemon tea,Silver Card Member,Brooklyn,Female,70,Some tea leaked from the hole for the straw of the juice pack.,package_container
262,2016/4/27,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,20,The cup looked like it was already opened.,prank
263,2016/4/28,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,40,Do you use organic gelatin?,other
264,2016/4/28,Jelly,apple jelly,Silver Card Member,Bronx,Male,30,There was something like a piece of thread inside the bag of jelly.,contamination_tampering
265,2016/4/28,Pastry,pastry,Golden Card Member,Manhattan,Female,40,The price of your pastry are more expensive than other brands.,price.price_general
266,2016/4/29,Cookie,cookie,Golden Card Member,Queens,Male,50,"It is before the expiration date, but the cookies were moldy.",change_of_properties
267,2016/4/29,Pastry,pastry,Silver Card Member,Queens,Female,70,The pastry was growing mold even before the expiration date.,change_of_properties
268,2016/4/29,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,50,I am allergic to milk.  Is this okay to eat?,ingredient.allergy
269,2016/4/29,Ice cream,chocolate ice cream,Not Member,Manhattan,Female,20,"In a 6-pack of chocolate ice cream, I could only find four cups.",amount.shortage
270,2016/4/30,Jelly,strawberry jelly,Silver Card Member,Bronx,Male,60,"When I checked carefully, I found a bruise in the inside of the container.",package_container.torn
271,2016/5/1,Muffin,muffin,Silver Card Member,Manhattan,Female,30,Do you use buckwheat as an ingredient?,other
272,2016/5/1,Jelly,mint jelly,Silver Card Member,Queens,Male,40,There were three cups of jelly missing from a 12-pack.,amount.shortage
273,2016/5/1,Minerals,minerals,Silver Card Member,Brooklyn,Female,40,The bottle won't open up since the cap is too tight.,package_container
274,2016/5/1,Juice,apple juice,Silver Card Member,Bronx,Male,40,There was some juice leaking from the hole for the straw. Could you exchange it?,package_container
275,2016/5/1,Juice,peach juice,Silver Card Member,Manhattan,Female,40, This is my first time calling. There was a stain on the package that seemed to be caused by a leak.,package_container.leak
276,2016/5/2,Chocolate,chocolate muffin,Golden Card Member,Bronx,Male,50,"In a dozen-pack of chocolate muffin, I could only find 11 muffins.",amount.shortage
277,2016/5/2,Pastry,pastry,Golden Card Member,Manhattan,Female,30,One piece of bread missing from a 10-pack.,amount.shortage
278,2016/5/2,Juice,apple juice,Silver Card Member,Queens,Male,50,Orange juice leaked from the top of the juice pack.,package_container.leak
279,2016/5/2,Chocolate,chocolate muffin,Silver Card Member,Brooklyn,Female,50,I found the bag torn.,package_container.torn
280,2016/5/4,Pastry,pastry,Not Member,Bronx,Male,50,Do you use buckwheat as an ingredient?,other
281,2016/5/5,N/A,N/A,Not Member,Manhattan,Female,60,Do you use any GM foods?,ingredient.gm_foods
282,2016/5/5,Tea,lemon tea,Not Member,Bronx,Male,40,There was no straw attached.,package_container
283,2016/5/6,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,50,My son is allergic to gelatin.  Is this safe to eat?,ingredient.allergy
284,2016/5/6,Chocolate,chocolate,Silver Card Member,Queens,Male,60,I could only find 11 cups in the 12-pack.,amount.shortage
285,2016/5/6,Chocolate,chocolate,Silver Card Member,Brooklyn,Female,20,There were only 10 pieces in the dozen pack.,amount.shortage
286,2016/5/7,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,70,I think that the price of your ice cream are more expensive than other brands. Why are they?,price.price_general
287,2016/5/8,Muffin,muffin,Silver Card Member,Manhattan,Female,30,The muffin tasted quite sour.,other
288,2016/5/9,Jelly,fruit jelly,Silver Card Member,Bronx,Male,20,There was a piece of plastic inside the jelly cup.,contamination_tampering
289,2016/5/9,Jelly,mint jelly,Golden Card Member,Manhattan,Female,40,There was a deep bruise in the inside of the container.,package_container.torn
290,2016/5/10,Ice cream,chocolate ice cream,Golden Card Member,Queens,Male,30,"I bought ice cream for my daughter, but there was only half the usual amount. Is it okay to eat?",amount.shortage
291,2016/5/10,Pastry,pastry,Silver Card Member,Brooklyn,Female,20,"In a 10-pack of bread, I could only find 9 pieces.",amount.shortage
292,2016/5/10,Juice,orange juice,Silver Card Member,Bronx,Male,20,"I bought orange juice the day before yesterday and left the pack in the fridge for about two days without opening the lid, but the contents were leaking from the top of the pack.",package_container.leak
293,2016/5/11,Tea,lemon tea,Golden Card Member,Manhattan,Female,40,There was no straw attached.,package_container
294,2016/5/12,Jelly,mint jelly,Silver Card Member,Bronx,Male,30, Two cups of jelly missing from a dozen-pack.,amount.shortage
295,2016/5/12,Tea,lemon tea,Golden Card Member,Manhattan,Female,50,Straw is not attached.,package_container
296,2016/5/13,Ice cream,chocolate ice cream,Golden Card Member,Queens,Male,40,It tasted a bit more sour than when I had it the last time.,other
297,2016/5/14,Juice,apple juice,Silver Card Member,Brooklyn,Female,20,This is my first time calling. The contents were leaking from a bottle of peach juice since there was a crack in it.,package_container
298,2016/5/14,Juice,orange juice,Silver Card Member,Bronx,Male,30,The contents were leaking from the bottom of the juice pack.,package_container.leak
299,2016/5/14,Juice,apple juice,Not Member,Manhattan,Female,30," I left the pack in the refrigerator for about three days without opening the lid, but the contents were leaking from the top of the pack.",package_container.leak
300,2016/5/15,N/A,N/A,N/A,N/A,N/A,N/A,Hung-up call.,other
